-0.11672764	-0.018562654	0.016978186	-0.12177103	-0.007135577	-0.05016899	-0.08648376	-0.015683543	0.011374201	-0.072080135	-0.040255472	0.08117696	-0.023065455	-0.033573054	0.001343511	0.008437653
-0.029036626	0.025373967	-0.028662195	-0.058608558	0.014311558	-0.11324333	-0.062070932	-0.0025626763	-0.008103965	-0.05952562	0.024632156	0.044553686	-0.028978823	-0.039174456	0.044558465	0.03632908
-0.031855244	-0.018748853	-0.060523137	0.0026967318	0.04983416	-0.13560522	-0.08119474	-0.064285256	0.01231763	-0.07311988	0.002081546	0.019337542	0.0036560758	-0.03240834	-0.05775474	0.061756138
0.0037408029	0.010724107	0.004260808	-0.06806179	0.008853047	-0.10323314	-0.011466972	-0.016649688	0.04187285	-0.03797289	0.03353725	0.04992864	0.06217576	0.004790895	0.03748244	0.027576828
-0.040775787	0.009605132	-0.051856577	-0.025185715	0.01930731	-0.010288841	-0.04793465	0.0021079243	0.044283118	-0.041682933	-0.020102693	0.030542944	-0.005789388	0.042839378	0.027436148	-0.014549592
0.042374235	0.0005920722	-0.0112692965	-0.03732066	0.028468605	0.0016832509	-0.0038435613	0.025714917	0.02621012	-0.060268782	-0.021929953	-0.007755997	-0.01266675	-0.032443415	0.06833447	0.027692737
-0.051664576	0.08981348	-0.026528018	-0.099915184	-0.0039643445	-0.045326192	-0.09221327	0.005584526	0.017754791	-0.1946642	-0.026019966	0.061996534	0.048304386	0.031875286	-0.018438172	0.05879219
-0.030878525	-0.028289655	-0.030711884	-0.05677987	0.008124819	-0.14632536	-0.037749216	-0.05512742	-0.0011896624	-0.012060897	0.02905947	0.02756278	-0.060235515	0.05047033	0.046971668	0.062211014
0.0050813225	0.036834735	-0.051026825	-0.03608133	0.03209531	-0.08496915	-0.035846177	-0.05790988	-0.0022806884	-0.07664399	-0.014381675	0.0367409	-0.047468636	-0.010615509	0.023564013	-0.04843598
0.009265127	0.06673058	-0.019700399	-0.015303742	0.02494116	-0.12336624	-0.0652459	-0.036364514	-0.019593393	-0.083012275	0.04641715	0.051406212	0.011983371	-0.036404587	-0.030784052	0.12925737
0.0148817245	0.021286087	-0.04382742	-0.046198785	-0.001987045	-0.027201802	-0.042892527	-0.023516195	-0.046908896	-0.043735996	-0.049779564	0.015442953	0.024112131	0.002261877	-0.06386578	0.02363874
-0.059698265	0.0414862	-0.06207972	-0.09955952	-0.092958644	-0.13723688	-0.06319242	0.014034981	0.014751194	-0.04924101	-0.010039282	0.079521984	0.00947866	-0.037668053	0.030059641	0.059533503
-0.10781285	-0.0011282151	-0.08206577	-0.006926129	0.029138442	-0.06512803	0.061321635	-0.056962367	-0.012706021	0.05386473	-0.037604555	-0.045771968	0.06821082	0.018966662	-0.05108126	0.05985199
-0.18271998	0.08065441	0.016760873	-0.034949377	-0.07316787	-0.052320268	-0.04085593	0.017917112	-0.0184586	-0.06515513	-0.038837366	0.004709496	-0.04703494	0.024407478	-0.00069280324	-0.007634433
0.04631924	0.0074234437	-0.021238785	-0.013973652	0.03564461	-0.11264366	-0.10166056	-0.109863214	0.058445435	0.07834843	0.026365628	0.007837188	0.01867618	-0.030274997	-0.003214678	-0.05538614
-0.037622556	-0.0020084872	0.033506915	0.0012003	-0.004889076	-0.06461966	-0.0684503	-0.024103345	0.06310637	-0.12731962	0.01163597	0.001253952	-0.01025437	-0.072802216	0.051406655	0.10404913
0.027443605	0.022035506	0.0057000974	-0.005896015	0.041399032	-0.098995425	0.0053998698	-0.016283575	0.002312639	0.04517166	-0.050939776	0.06631155	0.08382505	0.072983705	-0.013681366	-0.018035932
0.013855336	0.023396181	-0.021863222	0.006691553	-0.031240413	-0.16743729	-0.11489622	0.009712799	0.07291236	-0.027816338	0.026824446	-0.015845962	0.053154044	0.039626323	0.009162428	0.031313036
-0.040380575	0.027064031	-0.030984731	0.02412159	-0.029775785	-0.0040913704	-0.057691116	0.0007712543	0.030756036	-0.0964116	-0.08368501	0.06487368	0.047478236	0.018814612	0.0020254324	0.055455316
-0.047866374	0.043531097	-0.047631294	-0.07457865	0.06718118	-0.068246305	-0.055734206	0.028898211	0.14829247	-0.04244985	0.0054321983	0.088118695	0.02187405	-0.05887511	-0.0026953795	0.01748626
0.040358663	0.043769613	0.027004935	-0.07952524	0.0012729468	-0.04774745	0.06442062	-0.04253001	0.04127761	0.02769311	-0.026214134	-0.042387117	-0.026683332	-0.017380219	-0.009730148	0.076847255
-0.03896579	0.03341228	-0.0041396706	-0.1468128	0.021669636	-0.14168873	0.016552996	-0.10529611	0.069401935	-0.059214473	0.07994096	0.06161931	-0.001197974	0.012584405	0.040850185	-0.039738405
0.106561355	-0.027481494	-0.095137484	-0.0015879918	0.07491674	-0.023889458	-0.10072768	-0.021327307	0.04499506	-0.020922337	0.036795106	0.06298285	-0.040844936	-0.03906866	-0.07319161	0.039989598
